FID,ogc_fid,site_id,site_name,alamat,desa,kec,lat,long,jen_men,tinggi,jen_kons,metadata,srs_id,remark,namobj,fcode,objectid,geometry
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.65,65,16MPW049,bakung (Penempat),Jl Trans Kalimantan RT.03 RW.02 Desa Teluk Bakung,Teluk Bakung,Sungai Ambawang,-0.01584,109.696801,Green Field,72,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. INDOSAT,HC01050180,,POINT (109.696801 -0.01584)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.66,66,16MPW045,teluk pakedai,Dusun Swadaya RT.02 RW.02 Desa Selat Remis,Selat Remis,Teluk Pakedai,-0.313111,109.148944,green field,72,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. INDOSAT,HC01050180,,POINT (109.148944 -0.313111)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.67,67,16MPW054,Sungai Ambangah,"Jl Karya Desa, RT.02 RW.01 Desa Sungai Ambangah",Sungai Ambangah,Sungai Raya,-0.136614,109.437819,Green Field,52,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. INDOSAT,HC01050180,,POINT (109.437819 -0.136614)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.68,68,16PTK071,Bintang Mas,Dusun Mulyo rejo RT.04 RW.04 Desa Bintang Mas,Bintang Mas,Rasau Jaya,-0.268565,109.286218,green field,52,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. INDOSAT,HC01050180,,POINT (109.286218 -0.268565)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.69,69,3412,Sungai Raya,GG. Permata rt9/rw9 ds. Sungai raya,Sui Raya,Sui Raya,-0.109472,109.388,Green Field,50,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. XL AXIATA,HC01050180,,POINT (109.388 -0.109472)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.70,70,3405,Airport Pontianak,"Jl. Adisucipto, Bandara supadio",Arang Limbung,Sui Raya,-0.141028,109.41,Green Field,30,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. XL AXIATA,HC01050180,,POINT (109.41 -0.141028)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.71,71,3413,Sungai Kakap,Jl. Sungai kakap kp. Sungai kakap,Sui Kakap,Sui Kakap,-0.006556,109.272,Green Field,70,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. XL AXIATA,HC01050180,,POINT (109.272 -0.006556)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.72,72,C415,Rasau Jaya,Jl. Pahlawan no 1 ds. Rasau jaya 1,Rasau Jaya 1,Rasau Jaya,-0.252361,109.371,green field,70,,MENARATOWER5000020220623KUBURAYA,4326,,PT. XL AXIATA,HC01050180,,POINT (109.371 -0.252361)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.73,73,CD06,Kubu,Dsn fajar karya rt4/rw10,Kubu,Kubu,-0.503694,109.371,,90,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. XL AXIATA,HC01050180,,POINT (109.371 -0.503694)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.74,74,CD05,CD05,jl .Sepakat no 14 rt2/rw2 dsn swadaya selat remis,Selat Remis,Teluk Pakedai,-0.313972,109.151,green field,71,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. XL AXIATA,HC01050180,,POINT (109.151 -0.313972)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.75,75,2111022,Ahmad Yani Road,Jl. Ahmad yani II gg. Madu sari,Madu Sari,Sui Raya,-0.094139,109.379,Green Field,36,,MENARATOWER5000020220623KUBURAYA,4326,,PT. XL AXIATA,HC01050180,,POINT (109.379 -0.094139)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.76,76,CD07,Teluk Nibung,"Parit sidodadi, dsn sidodadi ds. Teluk nibung",Teluk Nibung,Batu Ampar,-0.035778,109.452,Green Field,120,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. XL AXIATA,HC01050180,,POINT (109.452 -0.035778)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.77,77,KAL-WKL-0008-X-P,RASAU JAYA,RT20/RW06 Dusun III Rejo Agung Desa Rasau Jaya  I Kecamatan Rasau Jaya,Rasau Jaya 1,Rasau Jaya,-0.25177,109.37033,green field,71,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.37033 -0.25177)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.78,78,KAL-WKL-0001-M-B,Bandara supadio,jl. Sungai Adong RT08/RW02 Desa Kual Dua Kec. Sungai Raya kab. Pontianak,Kuala Dua,Sungai Raya,-0.17378,109.43591,Green Field,45,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.43591 -0.17378)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.79,79,KAL-WKL-0003-M-B,Gang Terpadu,RT01/RW01 Dsn. Karya II Ds. Jawa Tengah Kecamatan Sungai Ambawang Kab. Pontianak,Jawa Tengah,Sungai Ambawang,-0.03509,109.45073,Green Field,62,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.45073 -0.03509)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.80,80,KAL-WKL-0005-X-P,AHMAD YANI ROAD,"Jl. Ahmad Yani II Gg. Madu Sari Rt.004/Rw.005 Desa Arang Limbung, Kec. Sungai Raya",Arang Limbung,Sungai Raya,-0.10711,109.38944,Green Field,36,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.38944 -0.10711)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.81,81,KAL-WKL-0010-M-B,Arang Limbung,"Jl. Adisucipto KM 11,9 Perum. Arang Limbung Asri Rt.02/01 Desa Arang Limbung Kec. Sungai Raya Kab. Kubu Raya",Arang Limbung,Sungai Raya,-0.10219,109.40908,Green Field,43,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.40908 -0.10219)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.82,82,140185,SUNGAI RENGAS,"JL. Sungai Barembang RT. 001 RW. 04 Dusun II Desa Sungai Rengas Kec. Sungai Kakap, Kab. Kubu Raya",Sungai Rengas,Sungai Kakap,-0.00906,109.23767,Green Field,52,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.23767 -0.00906)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.83,83,140055,MEKAR SARI PTK,"Dusun Pelita RT. 001 RW. 06 Desa Mekarsari Kec. Sungai Raya, Kab. Kubu Raya",Mekar Sari,Sungai Raya,-0.21528,109.46794,Green Field,52,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.46794 -0.21528)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.84,84,140094,H095,"JL. Parit H. Muksin RT. 013 RW. 08 Desa Sungai Raya, Kec. Sungai Raya Kab. Kubu Raya",Sungai Raya,Sungai Raya,0.09829,109.36266,Green Field,52,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.36266 0.09829)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.85,85,140100,ARANG JAYA,"JL. Adisucipto Gg. Tri Darma RT. 002 RW. 004 Desa Arang Limbung Kec. Sungai Raya, Kab. Kubu Raya",Arang Limbung,Sungai Raya,-0.11382,109.41023,Green Field,42,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.41023 -0.11382)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.86,86,140103,H104,"Dusun Keramat I RT. 026 RW. 01 Desa Kuala Dua, Kec. Sungai Raya, Kab. Kubu Raya",Kuala Dua,Sungai Raya,-0.15494,109.42361,Green Field,42,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.42361 -0.15494)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.87,87,140141,ARANG LIMBUNG 3,"JL. Arteri Supadio Gg. Bersama RT. 007 RW. 10 Desa Arang Limbung Kec. Sungai Raya, Kab. Kubu Raya",Arang Limbung,Sungai Raya,-0.1111,109.39514,Green Field,42,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.39514 -0.1111)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.88,88,140368,NURUL HUDA,"JL. Nurul Huda Gg. Taruna I RT. 006 RW. 07 Desa Sungai Raya Kec. Sungai Raya, Kab. Kubu Raya",Sungai Raya,Sungai Raya,-0.0798,109.3791,Green Field,42,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.3791 -0.0798)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.89,89,KAL-WKL-0012-H-P,KARYA II,"Dusun Karya II RT. 004 RW. 04 Desa Kuala Dua, Kec. Sungai Raya, Kab. Kubu raya",Kuala Dua,Sungai Raya,-0.19685,109.4504,Green Field,52,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.4504 -0.19685)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.90,90,140340,PRAMUKA,"JL. Pramuka RT. 008 RW. 10 Dusun V Desa Sungai Rengas Kec. Sungai Kakap, Kab. Kubu Raya.",Sungai Rengas,Sungai Kakap,-0.00668,109.28487,Green Field,42,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.28487 -0.00668)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.91,91,140108,SUNGAI AMBAWANG,"RT. 001 RW. 005 Desa Sungai Ambawang Kuala, Kec. Sungai Ambawang Kab. Kubu Raya",Sungai Ambawang Kuala,Sungai Ambawang,-0.02873,109.38661,Green Field,52,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.38661 -0.02873)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.92,92,140341,PARIT AIM AMBAWANG,"Dusun III Parit Aim RT. 004 RW. 003 Desa Sungai Ambawang Kuala, Kec. Sungai Ambawang, Kab. Kubu Raya",Sungai Ambawang Kuala,Sungai Ambawang,-0.03673,109.41427,Green Field,52,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.41427 -0.03673)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.93,93,140134,RASAU JAYA III,JL. Budi Utomo RT. 021 RW. 006 Dusun III Kec. Rasau Jaya,Rasau Jaya 3,Rasau Jaya,-0.245,109.356,green field,72,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.356 -0.245)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.94,94,140195,SECUNDER C,"JL. Rasau Jaya Dusun VI Bina Karya Desa Rasau Jaya I, Kec. Rasau Jaya, Kab. Kubu Raya",Rasau Jaya 1,Rasau Jaya,-0.232,109.382,green field,52,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.382 -0.232)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.95,95,140196,KARYA BERSAMA,"Dusun Karya Bersama RT. 001 RW. 007 Desa Kubu, Kec. Kubu, Kab. Kubu Raya",Kubu,Kubu,-0.48788,109.37753,Green Field,72,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.37753 -0.48788)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.96,96,140186,PAL 9,"JL. Raya Sungai Kakap, RT. 10 RW. III, Desa Pal IX, Kec. Sungai Kakap, Kab. Kubu Raya",Pal IX,Sungai Kakap,-0.06163,109.25604,Green Field,52,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.25604 -0.06163)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.97,97,140404,SUNGAI KAKAP,"JL. Tani Jaya 2 RT. 005 RW. 12 Dusun Cendrawasih, Kec. Sungai Kakap. Kab. Kubu Raya",Sungai Kakap,Sungai Kakap,-0.05433,109.22469,Green Field,52,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.22469 -0.05433)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.98,98,KAL-WKL-0092-H-B,A Yani II,Jl. Parit H. Muksin RT 004 RW 08 Desa Sungai Raya Dalam Kec. Sungai Raya Kab. kubu Raya,Sungai Raya Dalam,Sungai Raya,-0.08732,109.36707,Pole,25,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.36707 -0.08732)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.99,99,KAL-WKL-0091-H-B,Binaraya,Jl. Adisucipto Gg. Bina Raya RT 001 RW 003 No.1 Desa Sungai Raya Kec. Sungai Raya Kab. Kubu Raya,Sungai Raya,Sungai Raya,-0.06158,109.36595,Green Field,43,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.36595 -0.06158)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.100,100,KAL-WKL-0049-T-B,BRI Sungai Kakap,Jl. Sungai Kakap Raya RT 001 RW 002 Desa Sungai Kakap Kec. Sungai Kakap Kab. Kubu Raya,Sungai Kakap,Sungai Kakap,-0.06084,109.18123,Green Field,70,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.18123 -0.06084)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.101,101,KAL-WKL-0106-H-B,Sei Raya,Jl. Duta Rajawali No. 2 RT 007 RW 006 Kel. Sungai Raya Kec. Sungai Raya Kab. Kubu Raya,Sungai Raya,Sungai Raya,-0.07499,109.37604,Pole,30,1 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.37604 -0.07499)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.102,102,KAL-WKL-0123-H-B,Sungai Raya Dalam ll,Jl. Sungai Raya Dalam RT 005 RW 009 Desa Sungai Raya Kec. Sungai Raya Kab. Kubu Raya,Sungai Raya,Sungai Raya,-0.0745,109.359,Pole,25,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.359 -0.0745)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.103,103,KAL-WKL-0141-T-B,Seponti Jaya 2,Jl. Perdamaian Gg. Rahmad RT 003 RW 016 Desa Pal Sembilan Kec. Sungai Kakap Kab. Kubu Raya,Pal IX,Sungai Kakap,-0.07108,109.29848,Green Field,40,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.29848 -0.07108)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.104,104,KAL-WKL-0096-T-B,Site_4853,Jl. Arteri Supadio RT 005 RW 010 Desa Arang Limbung Kec. Sungai Raya Kab. Kubu Raya,Arang Limbung,Sungai Raya,-0.12651,109.40302,Pole,12,1 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.40302 -0.12651)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.105,105,KAL-WKL-0143-T-B,GG_PARAH ex RA_KARTINI,"Jl. Arteri Supadio KM 13 RT 001 RW 014 Desa Parit Baru Kec. Sungai Raya Kab, Kubu Raya",Parit Baru,Sungai Raya,-0.09516,109.37697,Pole,12,1 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.37697 -0.09516)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.106,106,KAL-WKL-0108-H-B,Limbung,Jl. Adisucipto KM 15.7 Gg. Merdeka RT 002 RW 002 Desa Limbung Kec. Sungai Raya Kab. Kubu Raya,Limbung,Sungai Raya,-0.13563,109.40895,Pole,24,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. PROTELINDO,HC01050180,,POINT (109.40895 -0.13563)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.107,107,GLN,GUNUNG LINANG,GUNUNG LINANG,Batu Ampar,Batu Ampar,-0.4445,109.38916,Green Field,102,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. DAYAMITRA TELK.,HC01050180,,POINT (109.38916 -0.4445)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.108,108,RSJ,RASAU JAYA,RASAU JAYA,Rasau Jaya,Rasau Jaya,-0.1952,109.2129,green field,112,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. DAYAMITRA TELK.,HC01050180,,POINT (109.2129 -0.1952)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.109,109,MPW078,MTMEGATIMUR,MEGA TIMUR,Mega Timur,Sui Ambawang,-0.1105,110.074889,Green Field,72,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. DAYAMITRA TELK.,HC01050180,,POINT (110.0748889 -0.1105)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.110,110,MPW076,MTDABUNG,MTDABUNG,Dabung,Kubu,-0.569,109.28358,Green Field,72,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. DAYAMITRA TELK.,HC01050180,,POINT (109.28358 -0.569)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.111,111,P06-23,SUMBER AGUNG,SUMBER AGUNG,Sumber Agung,Batu Ampar,-0.80556,109.79445,Green Field,32,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. DAYAMITRA TELK.,HC01050180,,POINT (109.79445 -0.80556)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.112,112,P06-07,SUNGAI BESAR,SUNGAI BESAR,Sungai Besar,Batu Ampar,-0.79,109.253889,Green Field,32,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. DAYAMITRA TELK.,HC01050180,,POINT (109.253889 -0.79)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.113,113,P06-22,BATU AMPAR,BATU AMPAR,Batu Ampar,Batu Ampar,-0.859722,109.690278,Green Field,32,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. DAYAMITRA TELK.,HC01050180,,POINT (109.6902778 -0.8597223)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.114,114,tbg,BANDARA SUPADIO,"Jln. Pelabuhan Laut, RT/RW 04/03, Kel. Limbung,",Limbung,Sui Raya,-0.142833,109.413,Green Field,42,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.413 -0.142833)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.115,115,tbg,"PEREMPATAN,SEI RAYA DLM JL. A.YANI",Jl. Sei Raya Dalam I Gg. Ceria 2 RT. 06/01 Kel. Sei Raya,Sui Raya,Sui Raya,-0.06922,109.36237,Green Field,42,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.36237 -0.06922)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.116,116,tbg,KUBU_PADI,DUSUN TUNGKUL III RT.22 RW.02  DESA HILIR,Kubu Padi,Kuala Mandor B,0.09963,109.46834,Green field,72,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.46834 0.09963)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.117,117,tbg,TB_PARIT CAB KIRI EX ROAD SEI RAYA TO PTK AIRPORT,Jl. Pari Cabang Kiri RT 06/01Desa Teluk Kapuas,Teluk Kapuas,Sui Raya,-0.10232,109.38448,Green Field,42,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.38448 -0.10232)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.118,118,tbg,TB_ADISUCIPTO KM14.5 EX  ARANG LIMBUNG SEC-1,"Jalan Adisucipto Km 14,5 Desa Arang Limbung",Arang Limbung,Sui Raya,-0.12561,109.41011,Green Field,42,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.41011 -0.12561)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.119,119,tbg,TB_KOREK  EX SPLIT DS.JAWA TENGAH-2,RT 01/1 Desa Korek,Korek,Sui Ambawang,-0.04704,109.49022,Green Field,42,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.49022 -0.04704)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.120,120,tbg,TB_JW TENGAH EX SPLIT SUNGAI AMBAWANG-2,"Jln Trans Kaliman, Desa Jawa Tengah, RT/RW 02/04",Jawa Tengah,Sui Ambawang,-0.03507,109.44057,Green Field,42,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.44057 -0.03507)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.121,121,tbg,TB_GG WONODADI EX ROAD PONTIANAK AIRPORT TO SUNGAI RAYA DALAM,Jl. Arteri Supadio RT 01/11 Desa Arang Limbung,Arang Limbung,Sui Raya,-0.11835,109.39771,Green Field,42,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.39771 -0.11835)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.122,122,tbg,SIMP_RASAUJAYA,Jl. Rasau Jaya Dusun keramat 1 RT 25 Desa Kuala dua,Kuala Dua,Sui Raya,-0.15453,109.41719,Green Field,42,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.41719 -0.15453)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.123,123,tbg,KOMP_BTN_TELUKMULUS,Jl Adi Sucipto Km 10.9  Ds Teluk Kapuas,Teluk Kapuas,Sui Raya,-0.1004,109.40313,Green Field,42,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.40313 -0.1004)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.124,124,tbg,pulau limbung,Ds III RT 02/03 Ds P Limbung,Pulau Limbung,Sui Raya,-0.26812,109.85852,Green Field,72,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.85852 -0.26812)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.125,125,tbg,RADAK,"Dusun Karya Jaya, RT 02, RW 01, Desa Terentang Hulu.",Terentang Hulu,Terentang,-0.45297,109.55861,,72,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.55861 -0.45297)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.126,126,tbg,PERUMNAS 4 PONTIANAK,Jl. Parit Ampera RT 06 RW 07b Desa Ambawang Kuala,Ambawang Kuala,Sui Ambawang,-0.0369,109.38134,Green Field,42,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.38134 -0.0369)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.127,127,tbg,KALIMAS - 140190,Jl.Kalimas Tengah Rt.005 Rw.002 Desa Kalimas,Kalimas,Sui Kakap,-0.08744,109.22507,Green Field,62,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.22507 -0.08744)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.128,128,tbg,SUNGAI KUPAH – 140192,"Jl Jeruju kecil Laut, Dusun Makmur Rt. 02 Rw. 02 Desa Sungai Kupah",Sui Kupah,Sui Kakap,-0.008582,109.19601,Green Field,62,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.19601 -0.008582)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.129,129,tbg,PUNGGUR KECIL – 140280,Jl. Sungai Bemban Rt. 24 Rw. 08  Desa Punggur Kecil,Punggur Kecil,Sui Kakap,-0.09954,109.28666,Green Field,52,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.28666 -0.09954)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.130,130,200116109,NEW_KUALADUA,Jl. Dusun Karya II rt7/rw4,Kuala Dua,Sui Raya,-0.18737,109.44364,Green Field,42,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. TBG,HC01050180,,POINT (109.44364 -0.18737)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.131,131,C409,Punggur Pontianak,Jl. Raya pelita rt9/rw3 punggur kecil,Punggur Kecil,Sui Kakap,-0.126611,109.247694,Green Field,70,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. STP,HC01050180,,POINT (109.2476944 -0.126611111)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.132,132,2111021,Pasar Sei Raya Infill,jl. Adisucipto km8.5 gg pelangi rt6/rw10,Sui Raya,Sui Raya,-0.083444,109.387528,Green Field,32,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. STP,HC01050180,,POINT (109.3875278 -0.083444444)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.133,133,Perdamaian,KOTABARU PONTIANAK,Jl Perdamaian,Pal IX,Sui Kakap,-0.066056,109.302111,Green Field,51,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. STP,HC01050180,,POINT (109.3021111 -0.06605556)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.134,134,PELABUHAN RASAU,PELABUHAN RASAU,Pelabuhan Rasau,Rasau Jaya,Rasau Jaya,-0.264431,109.362325,green field,42,3 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. STP,HC01050180,,POINT (109.362325 -0.264431)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.135,135,140381,TELUK PAKEDAI,ds Swadaya rt.04 rw.02 Desa Selat Remis Kec Tl.Pakedai,Selat Remis,Teluk Pakedai,-0.31931,109.15189,green field,72,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. HCPT,HC01050180,,POINT (109.15189 -0.31931)
menaratelepon_ar_50k_10f62879eecb175b3f432c439e656c64.136,136,140867A,HARAPAN KITA,Komp. PHK Gg. Nusantara rt17/rw11 Sui Rengas,Sungai Rengas,Sungai Kakap,-0.0031,109.28391,Green Field,42,4 KAKI,MENARATOWER5000020220623KUBURAYA,4326,,PT. H 3 I/HCPT,HC01050180,,POINT (109.28391 -0.0031)
